Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Oxfordshire County Council,CL044627,"409,415.84 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,PETERBOROUGH CITY COUNCIL,CL044628,"356,120.07 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,PORTSMOUTH CITY COUNCIL,CL044629,"263,640.98 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Reading Borough Council,CL044630,"262,619.43 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,REDBRIDGE LONDON BOROUGH COUNCIL,CL044631,"3,382,762.39 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,CL044633,"418,300.92 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROCHDALE BOROUGH COUNCIL,CL044634,"547,362.16 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,CL044608,"89,477.24 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,CL044660,"160,022.11 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Salford City Council,CL044636,"44,251.85 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Sandwell Metro Borough Council,CL044637,"1,273,122.28 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SOLIHULL METRO BOROUGH COUNCIL,CL044638,"87,831.17 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SOMERSET COUNTY COUNCIL,CL044639,"346,813.58 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SOUTH GLOUCESTERSHIRE COUNCIL,CL044640,"198,968.14 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SOUTHAMPTON CITY COUNCIL,CL044641,"861,315.28 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Staffordshire County Council,CL044643,"238,497.78 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,STOKE ON TRENT CITY COUNCIL,CL044644,"512,895.51 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SUFFOLK COUNTY COUNCIL,CL044645,"506,969.94 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SURREY COUNTY COUNCIL,CL044646,"2,682,642.33 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,TAMESIDE METRO BOROUGH COUNCIL,CL044648,"753,013.35 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,THURROCK BOROUGH COUNCIL,CL044649,"178,966.90 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,TORBAY COUNCIL,CL044650,"216,991.58 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Wakefield City Council,CL044652,"314,397.76 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WARRINGTON BOROUGH COUNCIL,CL044653,"255,435.63 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WARWICKSHIRE COUNTY COUNCIL,CL044654,"532,489.13 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WEST BERKSHIRE COUNCIL,CL044655,"81,545.69 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL044666,"96,380.77 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,West Sussex County Council,CL044656,"895,159.34 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WESTMINSTER CITY COUNCIL,CL044657,"458,359.54 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Wigan Metropolitan Borough Council,CL044658,"775,545.23 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WILTSHIRE COUNTY COUNCIL,CL044659,"598,274.30 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WOKINGHAM COUNCIL,CL044661,"631,466.53 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,WOLVERHAMPTON CITY COUNCIL,CL044662,"851,695.84 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Worcestershire County Council,CL044663,"899,441.28 ",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Activate Community and Education Services,CO001757,"41,017.18 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Ambitious College,CO001749,"70,390.00 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Area 51 Education Ltd,CO001743,"32,837.80 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Aurora Boveridge College,CO001776,"47,713.05 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Beaumont College (Salutem),CO001699,"79,388.10 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Birtenshaw College,CO001759,"33,350.72 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Bridge College,CO001741,"49,873.37 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Brogdale CIC,CO001804,"35,410.70 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Brunel Education T/A Horizons college ,CO001798,"49,757.90 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Cambian Lufton College,CO001713,"30,899.88 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Cambian Wing College,CO001735,"30,672.68 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,DERWEN COLLEGE,CO001740,"66,657.94 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,DONCASTER SCHOOL FOR THE DEAF,CO001703,"58,418.41 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Downs View Life Skills College Ltd,CO001784,"25,259.85 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Eat That Frog C.I.C.,CO001758,"56,116.23 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Education & Services for people with Autism,CO001704,"52,782.70 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Expanse Group Ltd,CO001754,"49,617.56 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,FAIRFIELD OPPORTUNITY FARM (DILTON) LTD,CO001705,"74,296.04 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Farleigh FE College - Frome,CO001706,"61,044.30 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Foxes Academy,CO001708,"55,892.43 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Great Oak Charitable Trust T/A Great Oak College,CO001791,"54,870.01 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Heart of Birmingham Vocational College,CO001751,"52,897.83 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,HENSHAW'S COLLEGE,CO001698,"49,508.04 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Homefield College,CO001709,"72,485.24 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,LANDMARKS,CO001710,"68,725.50 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Liberty Training Ltd,CO001767,"51,963.12 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,LINKAGE COMMUNITY TRUST LTD,CO001712,"98,123.05 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Livability Nash College,CO001715,"38,170.44 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,National Star Foundation,CO001717,"145,031.77 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Newfriars College,CO001786,"109,826.89 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Norman Mackie & Associates Ltd T/A Works 4 U Suppo,CO001750,"40,642.30 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ORCHARD HILL COLLEGE,CO001719,"219,782.21 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ORPHEUS CENTRE,CO001720,"34,642.08 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Pennine Camphill Community,CO001721,"33,292.21 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,PERCY HEDLEY FOUNDATION(SPI),CO001747,"32,938.04 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Phoenix Learning and Care Ltd,CO001718,"49,757.90 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,PORTLAND COLLEGE,CO001722,"138,536.24 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Priory Education Services,CO001732,"26,663.18 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Queen Alexandra College,CO001723,"186,654.92 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROTHERHAM OPPORTUNITIES COLLEGE,CO001795,"27,010.66 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROYAL COLLEGE MANCHESTER SEASHELL TRUST,CO001742,"42,340.32 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROYAL MENCAP SOCIETY,CO001768,"133,290.62 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ROYAL NATIONAL COLLEGE FOR THE BLIND,CO001739,"43,803.79 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,RUSKIN MILL TRUST LTD - GLASSHOUSE COLLEGE,CO001728,"51,926.53 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,RUSKIN MILL TRUST LTD - RUSKIN MILL COLLEGE,CO001738,"45,388.74 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Sense College Loughborough,CO001725,"52,400.16 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SENSE THE NATIONAL DEAFBLIND & RUBELLA ASSOC,CO001729,"39,078.59 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Skillnet Group CIC,CO001770,"36,807.21 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Skills for Independence and Employability Limited,CO001787,"53,406.54 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SOUTH WEST REGIONAL ASSESSMENT CENTRE LTD,CO001781,"70,817.53 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ST JOHN'S COLLEGE BRIGHTON,CO001731,"70,005.87 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,SupaJam Education in Music and Media Ltd,CO001772,"75,779.55 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,The Michael Tippett College,CO001779,"38,731.77 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,The National Centre for YP with Epilepsy(SPI),CO001748,"67,119.03 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,The Sheiling Special Education Trust,CO001744,"25,901.37 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,TRELOAR COLLEGE,CO001736,"65,675.61 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,United Response ,CO001774,"46,622.47 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Wilson Stuart UCB Partnership Trust,CO001761,"58,405.05 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Woodpecker Court Youth Activities Ltd,CO001799,"32,476.95 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Breckenbrough School,CO001675,"79,964.13 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Chailey Heritage School,CO001666,"44,457.34 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,CONGREGATION OF DAUGHTERS OF CROSS OF LIEGE,CO001671,"26,727.33 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Dawn House School,CO001677,"190,852.20 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Heathermount School,CO001687,"146,362.79 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,High Close School (Barnardos),CO001656,"49,364.96 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,ICAN Services (Meath School),CO001683,"76,212.58 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Ingfield Manor School (Salutem),CO001696,"26,017.65 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,MARY HARE GRAMMAR SCHOOL,CO001655,"205,001.73 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Meadows School,CO001674,"70,150.21 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Moor House School,CO001681,"91,188.06 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Muntham House School,CO001684,"116,556.17 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,NEW COLLEGE WORCESTER,CO001670,"66,657.94 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Northern Counties School,CO001653,"79,051.30 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Nunnykirk Centre for Dyslexia,CO001676,"31,446.51 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,PARAYHOUSE SCHOOL,CO001694,"127,309.64 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,PERCY HEDLEY FOUNDATION,CO001654,"64,322.40 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Peterhouse School,CO001688,"33,343.00 ",Capital grants - Private Sector,,,,,,,,,
Department for Education,Core,20/05/2022,Grants Expenditure,Capital Directorate,Pield Heath School,CO001642,"39,363.27 ",Capital grants - Private Sector,,,,,,,,,
