Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,19/05/2022,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,626147,IT+Comms Internal Costs,"£22,406.40"
Ministry of Defence,Ministry of Defence,25/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,627051,CL MonthEnd Accruals Balance,"£22,387.43"
Ministry of Defence,UKHO,30/05/2022,Legal Fees,Intellectual,Burges Salmon LLP,,2000100672,Legal Fees,"£22,326.14"
Ministry of Defence,UKHO,04/05/2022,Purchased Services  Building Product Capability,Operations Management,RINA Consulting Defence Ltd,,2000100474,Purchased Services  Building Product Capability,"£22,290.00"
Ministry of Defence,Ministry of Defence,06/05/2022,P+M General Services,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,623213,P+M General Services,"£22,270.46"
Ministry of Defence,Ministry of Defence,04/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,622710,IT+Comms Internal Costs,"£22,180.59"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Defence Nuclear Organisation,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,623190,P+M General Services,"£22,060.33"
Ministry of Defence,Ministry of Defence,06/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,623443,IT+Comms Internal Costs,"£21,929.34"
Ministry of Defence,Ministry of Defence,26/05/2022,P+M General Services,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,627449,P+M General Services,"£21,888.60"
Ministry of Defence,Ministry of Defence,11/05/2022,Estate+Facilities Mgmnt Servs,Head Office and Corporate Services,MODUS SERVICES LIMITED,CF10 2GE,624183,Estate+Facilities Mgmnt Servs,"£21,880.22"
Ministry of Defence,Ministry of Defence,27/05/2022,P+M General Services,Navy Command,MACE LIMITED,EC2M 6XB,627768,P+M General Services,"£21,840.00"
Ministry of Defence,Ministry of Defence,26/05/2022,Telecomms + IT non capital,Air Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,627323,IT+Comms Rental Payments,"£21,718.83"
Ministry of Defence,Ministry of Defence,13/05/2022,Other Materiel Consumed,Head Office and Corporate Services,MODUS SERVICES LIMITED,CF10 2GE,624878,Other Materiel Consumed,"£21,707.09"
Ministry of Defence,Ministry of Defence,12/05/2022,Defence Equip General Services,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,624434,Defence Eqpt Serv Chrge+Off BS,"£21,703.95"
Ministry of Defence,Ministry of Defence,27/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,MACE LIMITED,EC2M 6XB,627768,IT+Comms Rental Payments,"£21,672.00"
Ministry of Defence,Ministry of Defence,06/05/2022,Research+Development Expend,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,623228,Research+Development Expend,"£21,650.27"
Ministry of Defence,Ministry of Defence,04/05/2022,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,622726,CL MonthEnd Accruals Balance,"£21,626.64"
Ministry of Defence,Ministry of Defence,17/05/2022,P+M General Services,Strategic Command,CGI IT UK LIMITED,CF31 9AP,625413,P+M General Services,"£21,607.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,627553,IT+Comms Internal Costs,"£21,601.65"
Ministry of Defence,Ministry of Defence,18/05/2022,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,625723,P+M General Services,"£21,432.91"
Ministry of Defence,Ministry of Defence,30/05/2022,Transportation + Movement,Head Office and Corporate Services,DENNIS CARTER (GLOBAL) LTD,W1H 5BR,627997,Transport+Movement Personnel,"£21,369.70"
Ministry of Defence,Ministry of Defence,19/05/2022,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,626109,Rental Payments-Transport-Oth,"£21,245.62"
Ministry of Defence,Ministry of Defence,04/05/2022,External Education + Training,Air Command,FELLHORNBAHN GMBH,,6000069172,External Training Mil.,"£21,167.46"
Ministry of Defence,Ministry of Defence,26/05/2022,Interntnl Subs + Other Paymts,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007832,Def Military Assistance Fund,"£21,065.22"
Ministry of Defence,Ministry of Defence,09/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069282,Fiscal AUC Capital Additions,"£21,029.62"
Ministry of Defence,Ministry of Defence,06 May 2022,Administration Pmnts+Cash loss,Head Office and Corporate Services,HEALTH ASSURED LTD,M4 4FB,623285,Administration Pmnts,"£20,803.12"
Ministry of Defence,Ministry of Defence,16/05/2022,Research+Development Expend,Defence Nuclear Organisation,CABINET OFFICE,FY1 9JN,625331,Research+Development Expend,"£20,763.54"
Ministry of Defence,Ministry of Defence,19/05/2022,Estate+Facilities Mgmnt Servs,Army Command,SAFESKYS LTD,HP11 1LT,626092,Estate+Facilities Mgmnt Servs,"£20,733.54"
Ministry of Defence,Ministry of Defence,27/05/2022,Rental Payments - Transport,Army Command,AGILITY DGS UK LIMITED,RG1 2LG,6000069631,Rental Payments-Transport-Oth,"£20,720.91"
Ministry of Defence,Ministry of Defence,11/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,624242,CL MonthEnd Accruals Balance,"£20,631.33"
Ministry of Defence,Ministry of Defence,18/05/2022,Defence Equip General Services,Strategic Command,CANON (UK) LIMITED,UB11 1T,625865,Defence Equip General Services,"£20,603.04"
Ministry of Defence,Royal Hospital Chelsea,13.05.2022,Purchased Services,Royal Hospital Chelsea,Ellis Whttam Ltd,CH3 6JD,PIN136199,Health & Safety,"£20,515.20"
Ministry of Defence,Ministry of Defence,25/05/2022,Fees for Prof Services,Strategic Command,TECHMODAL LIMITED,BS1 4ND,627173,Fees for Other Prof Services,"£20,418.94"
Ministry of Defence,Ministry of Defence,17/05/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,625405,P+M General Services,"£20,338.08"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Defence Nuclear Organisation,BOXXE LIMITED,YO31 7RE,623766,IT+Comms Internal Costs,"£20,328.31"
Ministry of Defence,Ministry of Defence,24/05/2022,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007817,Military Detached Duty,"£20,258.83"
Ministry of Defence,Ministry of Defence,12/05/2022,Med/Welfare/Soc+Rec Costs,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007782,Welfare Costs,"£20,193.03"
Ministry of Defence,Ministry of Defence,16/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,624975,Estate+Facilities Mgmnt Servs,"£20,178.28"
Ministry of Defence,Ministry of Defence,17/05/2022,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,625388,IT+Comms Rental Payments,"£20,160.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Grants - WPB,War Pension Benefits,NEW ZEALAND GOVERNMENT,,2209488,WPB -Current Grant,"£20,043.15"
Ministry of Defence,Ministry of Defence,27/05/2022,Fuels Non Utilities Consumed,Army Command,WEB OIL LIMITED,LL11 6BB,627531,Fuels Non Utilities Consumed,"£19,935.14"
Ministry of Defence,Ministry of Defence,06/05/2022,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,623320,Military Detached Duty,"£19,871.60"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,Air Command,QINETIQ LIMITED,GU14 0LX,623901,Fees for Other Prof Services,"£19,800.00"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Equipment and Support,JOHNSON & ALLEN LIMITED,S3 7AR,622339,P+M General Services,"£19,512.00"
Ministry of Defence,Ministry of Defence,10/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000069307,CL MonthEnd Accruals Balance,"£19,427.01"
Ministry of Defence,Ministry of Defence,27/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,627569,Estate+Facilities Mgmnt Servs,"£19,423.60"
Ministry of Defence,Ministry of Defence,09/05/2022,Interntnl Subs + Other Paymts,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007767,Def Military Assistance Fund,"£19,301.53"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,623766,IT+Comms Internal Costs,"£18,991.33"
Ministry of Defence,Ministry of Defence,25/05/2022,P+M General Services,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000069601,P+M General Services,"£18,857.52"
Ministry of Defence,Ministry of Defence,12/05/2022,Telecomms + IT non capital,Air Command,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,SS14 4AR,624479,IT+Comms Internal Costs,"£18,680.48"
Ministry of Defence,Ministry of Defence,12/05/2022,Research+Development Expend,Defence Nuclear Organisation,BAE SYSTEMS MARINE LTD,LA14 1AF,624515,Research+Development Expend,"£18,539.98"
Ministry of Defence,Ministry of Defence,16/05/2022,External Education + Training,DES Bespoke Trading Entity,EXPLOSIVE LEARNING SOLUTIONS LIMITED,OX11 0SG,625323,External Training Civ.,"£18,453.82"
Ministry of Defence,Ministry of Defence,24/05/2022,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,626743,Research+Development Expend,"£18,436.00"
Ministry of Defence,Ministry of Defence,16/05/2022,Assets under Construction,Strategic Command,OVERSEAS SUPPLY SERVICES LIMITED,KT22 7NL,625278,Fiscal AUC Capital Additions,"£18,287.30"
Ministry of Defence,Ministry of Defence,09/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,623540,CL MonthEnd Accruals Balance,"£18,265.63"
Ministry of Defence,Ministry of Defence,17/05/2022,P+M General Services,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,625437,P+M General Services,"£18,257.52"
Ministry of Defence,Ministry of Defence,09/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,623658,Medical Costs,"£18,229.09"
Ministry of Defence,Ministry of Defence,05/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000069215,CL MonthEnd Accruals Balance,"£18,025.23"
Ministry of Defence,Ministry of Defence,13/05/2022,P+M General Services,Defence Equipment and Support,DRUMGRANGE LTD,KT16 9JX,624908,P+M General Services,"£18,015.78"
Ministry of Defence,Ministry of Defence,17/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,YOUR NRG LTD,TS25 1PW,625467,Fuels Non Utilities Consumed,"£17,982.72"
Ministry of Defence,Ministry of Defence,12/05/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,624438,P+M General Services,"£17,946.84"
Ministry of Defence,Ministry of Defence,25/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,WEB OIL LIMITED,LL11 6BB,627083,Fuels Non Utilities Consumed,"£17,834.80"
Ministry of Defence,Ministry of Defence,04/05/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,622682,IT+Comms Internal Costs,"£17,762.40"
Ministry of Defence,Ministry of Defence,20/05/2022,Research+Development Expend,Army Command,QINETIQ LIMITED,GU14 0LX,626420,Research+Development Expend,"£17,701.93"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,623766,IT+Comms Internal Costs,"£17,684.87"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,627192,IT+Comms Internal Costs,"£17,673.52"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,Army Command,BOXXE LIMITED,YO31 7RE,623766,Fees for Other Prof Services,"£17,652.96"
Ministry of Defence,Ministry of Defence,12/05/2022,External Education + Training,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,624404,External Training Mil.,"£17,449.97"
Ministry of Defence,Ministry of Defence,26/05/2022,Fuels Non Utilities Consumed,Army Command,WEB OIL LIMITED,LL11 6BB,627391,Fuels Non Utilities Consumed,"£17,412.64"
Ministry of Defence,Ministry of Defence,03/05/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,622375,IT+Comms Internal Costs,"£17,335.30"
Ministry of Defence,Ministry of Defence,12/05/2022,Heating Oil+Utilities Consumed,Army Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,624463,Gas,"£17,163.24"
Ministry of Defence,Ministry of Defence,20/05/2022,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,626414,Medical Costs,"£17,043.97"
Ministry of Defence,Ministry of Defence,27/05/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,627715,P+M General Services,"£16,958.62"
Ministry of Defence,Ministry of Defence,30/05/2022,Fuels Non Utilities Consumed,Army Command,LCC GROUP LIMITED,BT80 9XD,19877,Fuels Non Utilities Consumed,"£16,921.69"
Ministry of Defence,Ministry of Defence,25/05/2022,Fuels Non Utilities Consumed,Army Command,WEB OIL LIMITED,LL11 6BB,627083,Fuels Non Utilities Consumed,"£16,921.20"
Ministry of Defence,Ministry of Defence,23/05/2022,Research+Development Expend,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,626500,Research+Development Expend,"£16,890.60"
Ministry of Defence,Ministry of Defence,20/05/2022,Telecomms + IT non capital,Strategic Command,i3Works Ltd,G74 4JW,626272,IT+Comms Rental Payments,"£16,770.00"
Ministry of Defence,Ministry of Defence,04/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069162,Fiscal AUC Capital Additions,"£16,654.17"
Ministry of Defence,Ministry of Defence,26/05/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,627241,IT+Comms Rental Payments,"£16,627.46"
Ministry of Defence,Ministry of Defence,05/05/2022,Fuels Non Utilities Consumed,Strategic Command,YOUR NRG LTD,TS25 1PW,623046,Fuels Non Utilities Consumed,"£16,621.20"
Ministry of Defence,Ministry of Defence,03/05/2022,Raw Materials + Consumables,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,622524,RMC Engineering + Technical,"£16,559.07"
Ministry of Defence,Ministry of Defence,17/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,625480,Medical Costs,"£16,524.48"
Ministry of Defence,Ministry of Defence,25/05/2022,Other Materiel Consumed,Defence Equipment and Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,627053,Other Materiel Consumed,"£16,524.00"
Ministry of Defence,Royal Hospital Chelsea,27.05.2022,Purchased Services,Royal Hospital Chelsea,CBRE Managd Services Ltd,SE1 0HL,PIN136218,Maintenanace,"£16,344.82"
Ministry of Defence,Ministry of Defence,12/05/2022,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,624517,Medical Costs,"£16,322.18"
Ministry of Defence,Ministry of Defence,11/05/2022,Med/Welfare/Soc+Rec Costs,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007778,Welfare Costs,"£16,308.50"
Ministry of Defence,Ministry of Defence,10/05/2022,Research+Development Expend,Air Command,BOXXE LIMITED,YO31 7RE,623766,Research+Development Expend,"£16,163.95"
Ministry of Defence,Ministry of Defence,16/05/2022,Telecomms + IT non capital,Strategic Command,CLOUD NATIVE LTD,N1 7GU,625084,IT+Comms Rental Payments,"£16,008.00"
Ministry of Defence,Ministry of Defence,05/05/2022,Other Materiel Consumed,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,622983,Other Materiel Consumed,"£15,957.16"
Ministry of Defence,Ministry of Defence,12/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA ES (UK) LIMITED,WS11 8JP,624375,Estate+Facilities Mgmnt Servs,"£15,931.62"
Ministry of Defence,Ministry of Defence,17/05/2022,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,625480,Medical Costs,"£15,925.03"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,627016,IT+Comms Internal Costs,"£15,848.53"
Ministry of Defence,Ministry of Defence,13/05/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,624838,IT+Comms Internal Costs,"£15,832.33"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Army Command,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,627089,IT+Comms Rental Payments,"£15,594.00"
Ministry of Defence,Ministry of Defence,06/05/2022,Telecomms + IT non capital,Army Command,E3 MEDIA LIMITED,BS4 3EH,623407,IT+Comms Rental Payments,"£15,520.79"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Defence Equipment and Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,623062,P+M General Services,"£15,490.90"
Ministry of Defence,Ministry of Defence,24/05/2022,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,626819,P+M General Services,"£15,456.03"
Ministry of Defence,Ministry of Defence,25/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,627006,Heating Oil+Utilities Consumed,"£15,387.07"
Ministry of Defence,Ministry of Defence,18/05/2022,Estate+Facilities Mgmnt Servs,Air Command,PHOENIX BIRD CONTROL SERVICES LIMITED,IP27 0BZ,625556,Estate+Facilities Mgmnt Servs,"£15,283.24"
Ministry of Defence,Ministry of Defence,10/05/2022,Med/Welfare/Soc+Rec Costs,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007769,Welfare Costs,"£15,175.64"
Ministry of Defence,Ministry of Defence,11/05/2022,Fuels Non Utilities Consumed,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,624054,Fuels Non Utilities Consumed,"£15,123.24"
Ministry of Defence,Ministry of Defence,27/05/2022,Raw Materials + Consumables,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,627689,RMC Engineering + Technical,"£15,025.74"
Ministry of Defence,Ministry of Defence,24/05/2022,External Education + Training,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007817,External Training Civ.,"£15,000.00"
Ministry of Defence,Ministry of Defence,06/05/2022,Fuels Non Utilities Consumed,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,623342,Aviation Fuel Consumed,"£14,880.00"
Ministry of Defence,Ministry of Defence,24/05/2022,Rental Payments - Transport,Strategic Command,ANDREAS PETSAS & SONS PUBLIC LTD,,6000069587,Rental Payments-Transport-Oth,"£14,865.62"
Ministry of Defence,Ministry of Defence,04/05/2022,External Education + Training,Navy Command,FELLHORNBAHN GMBH,,6000069172,External Training Mil.,"£14,817.22"
Ministry of Defence,Ministry of Defence,26/05/2022,P+M General Services,Defence Equipment and Support,INDUSTRIAL MAINTENANCE SERVICES LIMITED,PO3 5FL,627428,P+M General Services,"£14,712.20"
Ministry of Defence,Ministry of Defence,04/05/2022,P+M General Services,Defence Nuclear Organisation,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,622662,P+M General Services,"£14,651.24"
Ministry of Defence,Ministry of Defence,18/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,625722,IT+Comms Rental Payments,"£14,579.72"
Ministry of Defence,Ministry of Defence,09/05/2022,Telecomms + IT non capital,Defence Nuclear Organisation,SOFTCAT PLC,SL7 1LW,623485,IT+Comms Rental Payments,"£14,416.74"
Ministry of Defence,Ministry of Defence,11/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,624156,CL MonthEnd Accruals Balance,"£14,335.17"
Ministry of Defence,Ministry of Defence,06/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,623209,CL MonthEnd Accruals Balance,"£14,292.24"
Ministry of Defence,Ministry of Defence,13/05/2022,Transportation + Movement,Head Office and Corporate Services,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,624934,Military Detached Duty,"£14,174.20"
Ministry of Defence,Ministry of Defence,19/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,625906,IT+Comms Internal Costs,"£14,113.42"
Ministry of Defence,Ministry of Defence,11/05/2022,Interntnl Subs + Other Paymts,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007778,Def Military Assistance Fund,"£14,099.61"
Ministry of Defence,Ministry of Defence,30/05/2022,Transportation + Movement,Head Office and Corporate Services,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,627980,Civilian Detached Duty,"£13,996.00"
Ministry of Defence,Ministry of Defence,26/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,WEB OIL LIMITED,LL11 6BB,627391,Fuels Non Utilities Consumed,"£13,941.12"
Ministry of Defence,Ministry of Defence,03/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,622375,IT+Comms Internal Costs,"£13,919.98"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,623766,IT+Comms SCA Serv Chrg+Off BS,"£13,764.49"
Ministry of Defence,Ministry of Defence,18/05/2022,Other Materiel Consumed,Air Command,PHOENIX BIRD CONTROL SERVICES LIMITED,IP27 0BZ,625556,Other Materiel Consumed,"£13,734.34"
Ministry of Defence,Ministry of Defence,24/05/2022,Assets under Construction,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,626743,SUME AUC Capital Additions,"£13,696.02"
Ministry of Defence,Ministry of Defence,09/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,623541,Heating Oil+Utilities Consumed,"£13,587.02"
Ministry of Defence,Ministry of Defence,17/05/2022,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,625440,P+M General Services,"£13,472.02"
Ministry of Defence,Ministry of Defence,13/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,R.G.CARTER CAMBRIDGE LIMITED,IP24 1AN,624881,Fees for Other Prof Services,"£13,455.60"
Ministry of Defence,Ministry of Defence,16/05/2022,External Education + Training,Head Office and Corporate Services,EXPLOSIVE LEARNING SOLUTIONS LIMITED,OX11 0SG,625323,External Training Civ.,"£13,420.96"
Ministry of Defence,Ministry of Defence,11/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,624054,Fuels Non Utilities Consumed,"£13,418.88"
Ministry of Defence,Ministry of Defence,17/05/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,625387,IT+Comms Internal Costs,"£13,413.67"
Ministry of Defence,Ministry of Defence,03/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,622391,Estate+Facilities Mgmnt Servs,"£13,349.61"
Ministry of Defence,Ministry of Defence,27/05/2022,Assets under Construction,Defence Nuclear Organisation,BOXXE LIMITED,YO31 7RE,627553,SUME AUC Capital Additions,"£13,115.82"
Ministry of Defence,Ministry of Defence,13/05/2022,Transportation + Movement,Air Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,624934,Military Detached Duty,"£13,082.80"
Ministry of Defence,Ministry of Defence,20/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,NP AEROSPACE LTD,CV6 5AQ,626393,CL MonthEnd Accruals Balance,"£13,008.00"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Equipment and Support,MARSHALL LAND SYSTEMS LTD,CB5 8RP,622346,P+M General Services,"£12,936.07"
Ministry of Defence,Ministry of Defence,16/05/2022,Other Materiel Consumed,Defence Equipment and Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,625294,Other Materiel Consumed,"£12,900.00"
Ministry of Defence,Ministry of Defence,26/05/2022,Research+Development Expend,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,627332,Research+Development Expend,"£12,863.25"
Ministry of Defence,Ministry of Defence,09/05/2022,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,623658,Medical Costs,"£12,831.78"
Ministry of Defence,Ministry of Defence,23/05/2022,Defence Equip General Services,Air Command,INDUSTRIAL MAINTENANCE SERVICES LIMITED,PO3 5FL,626599,Defence Equip General Services,"£12,784.16"
Ministry of Defence,Ministry of Defence,06/05/2022,Med/Welfare/Soc+Rec Costs,Navy Command,NEWITT & CO LTD,YO60 7RE,623314,Recreation Costs,"£12,686.25"
Ministry of Defence,Ministry of Defence,17/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA ES (UK) LIMITED,WS11 8JP,625365,Estate+Facilities Mgmnt Servs,"£12,650.74"
Ministry of Defence,Ministry of Defence,18/05/2022,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,625749,Medical Costs,"£12,630.15"
Ministry of Defence,Ministry of Defence,20/05/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,626291,P+M General Services,"£12,542.71"
Ministry of Defence,Ministry of Defence,06/05/2022,Rental Payments - Transport,Navy Command,FINNMARK TURBUSS A/S,,2209333,Rental Payments-Transport-Oth,"£12,516.87"
Ministry of Defence,Ministry of Defence,16/05/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,625244,IT+Comms Internal Costs,"£12,480.54"
