Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,590309,P+M General Services,"£28,694.10"
Ministry of Defence,Ministry of Defence,03/11/2021,Other Materiel Consumed,Army Command,MASTEK (UK) LTD,RG1 8BW,588132,Other Materiel Consumed,"£28,560.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Telecomms + IT non capital,Army Command,LITTLE FISH (UK) LIMITED,NG1 1LS,589389,IT+Comms Rental Payments,"£28,404.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Transportation + Movement,Head Office and Corporate Services,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,587910,Military Detached Duty,"£28,396.00"
Ministry of Defence,Ministry of Defence,01/11/2021,Transportation + Movement,Head Office and Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,587311,Transport+Movement Personnel,"£28,387.27"
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Defence Nuclear Organisation,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,587220,P+M General Services,"£28,256.40"
Ministry of Defence,Ministry of Defence,15/11/2021,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,590488,Fuels Non Utilities Consumed,"£28,249.85"
Ministry of Defence,Ministry of Defence,15/11/2021,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,590492,P+M General Services,"£28,092.15"
Ministry of Defence,Ministry of Defence,01/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,587473,IT+Comms Rental Payments,"£27,810.13"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,592958,IT+Comms Rental Payments,"£27,810.13"
Ministry of Defence,Ministry of Defence,03/11/2021,P+M General Services,Army Command,VIASAT UK LIMITED,BH20 4DY,587868,P+M General Services,"£27,600.00"
Ministry of Defence,UKHO,08/11/2021,Purchased Services,"Products, Services & Strategy",Navigate PR,,2000098973,Purchased Services,"£27,575.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Med/Welfare/Soc+Rec Costs,Army Command,DELOITTE LLP,MK9 1FD,587821,Medical Costs,"£27,456.00"
Ministry of Defence,Ministry of Defence,23/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,592351,Medical Costs,"£27,279.00"
Ministry of Defence,Ministry of Defence,22/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,591832,Medical Costs,"£27,109.48"
Ministry of Defence,Ministry of Defence,19/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,591573,Estate+Facilities Mgmnt Servs,"£27,068.55"
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Defence Equipment and Support,JAMES FISHER MARINE   SERVICES LIMITED,LA14 1HR,590749,P+M General Services,"£27,035.42"
Ministry of Defence,Ministry of Defence,25/11/2021,External Education + Training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,592742,External Training Civ.,"£27,010.10"
Ministry of Defence,UKHO,23/11/2021,Computer software non-capital,ICT Delivery Business Group,Iterative Inc,,1500022031,Computer software non-capital,"£26,863.20"
Ministry of Defence,Ministry of Defence,02/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,LEONARDO UK LTD,BA20 2YB,587499,CL MonthEnd Accruals Balance,"£26,861.93"
Ministry of Defence,Ministry of Defence,19/11/2021,Research+Development Expend,Defence Nuclear Organisation,SVGC LIMITED,SP3 5SN,591797,Research+Development Expend,"£26,666.67"
Ministry of Defence,Ministry of Defence,03/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,ELMHAM CLINICAL SERVICES LIMITED,NR20 5JS,588197,Medical Costs,"£26,494.50"
Ministry of Defence,Ministry of Defence,25/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,ELMHAM CLINICAL SERVICES LIMITED,NR20 5JS,592875,Medical Costs,"£26,494.50"
Ministry of Defence,Ministry of Defence,08/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,589096,CL MonthEnd Accruals Balance,"£26,491.03"
Ministry of Defence,DECA,09/11/2021,DECA - Prev Business Stream 3,Company Credit Card costs Oct - Nov 21,Barclays Bank plc/Barclays Payments,E14 5HP,ALB01,Accruals,"£26,441.70"
Ministry of Defence,Ministry of Defence,25/11/2021,Telecomms + IT non capital,Navy Command,THALES UK LIMITED,RH10 9HA,592792,IT+Comms Rental Payments,"£26,410.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,589468,Medical Costs,"£26,217.86"
Ministry of Defence,Ministry of Defence,29/11/2021,P+M General Services,Defence Equipment and Support,ALLAN WEBB LTD,GL10 3RF,593259,P+M General Services,"£26,189.29"
Ministry of Defence,Ministry of Defence,29/11/2021,Fuels Non Utilities Consumed,Air Command,OIL NRG LTD,TS25 1PW,593506,Fuels Non Utilities Consumed,"£26,158.32"
Ministry of Defence,Ministry of Defence,03/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,587973,CL MonthEnd Accruals Balance,"£26,130.60"
Ministry of Defence,Ministry of Defence,16/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,DAVITT JONES BOULD LTD,TA1 4EB,590793,Estate+Facilities Mgmnt Servs,"£26,100.00"
Ministry of Defence,Ministry of Defence,11/11/2021,P+M General Services,Strategic Command,EBENI LIMITED,SN13 ORP,589872,P+M General Services,"£26,068.12"
Ministry of Defence,Ministry of Defence,10/11/2021,Assets under Construction,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,589558,SUME AUC Capital Additions,"£25,864.80"
Ministry of Defence,Ministry of Defence,26/11/2021,P+M General Services,Army Command,ACCENTURE (UK) LIMITED,EC3M 3BD,592981,P+M General Services,"£25,445.34"
Ministry of Defence,Ministry of Defence,19/11/2021,Raw Materials + Consumables,Head Office and Corporate Services,WORCESTERSHIRE MEDAL SERVICE LIMITED,B61 8LL,591771,RMC Clothing + Textiles,"£25,367.18"
Ministry of Defence,Ministry of Defence,29/11/2021,P+M General Services,Navy Command,MACE LIMITED,EC2M 6XB,593454,P+M General Services,"£25,344.00"
Ministry of Defence,Ministry of Defence,04/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,588542,Medical Costs,"£25,168.46"
Ministry of Defence,National Army Museum  GIA,12/11/2021,Exhibitions costs,Collections,ASH EVENT PRODUCTIONS LTD,ME1 3LB,1706,"AV equipment hire, technicians,filming & streaming. Foyles 2, Atrium & Burton Court","£25,080.00"
Ministry of Defence,National Army Museum  GIA,09/11/2021,Building rates,Operations,RB of Kensington & Chelsea,DA8 9GF,602009580015,Building rates Chelsea 1 - 30 Nov 2021 Account Ref: 629975574 ,"£25,063.00"
Ministry of Defence,Ministry of Defence,26/11/2021,P+M General Services,Defence Equipment and Support,DRUCK LTD,WA3 7QN,593065,P+M General Services,"£24,898.00"
Ministry of Defence,Ministry of Defence,05/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,588685,Prop Dw SCA Serv Chrge+ Off BS,"£24,885.96"
Ministry of Defence,Ministry of Defence,12/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,590364,Prop Dw SCA Serv Chrge+ Off BS,"£24,883.66"
Ministry of Defence,Ministry of Defence,29/11/2021,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,593258,Medical Costs,"£24,850.14"
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Army Command,CGI IT UK LIMITED,CF31 9AP,587606,IT+Comms Rental Payments,"£24,816.00"
Ministry of Defence,Ministry of Defence,05/11/2021,Telecomms + IT non capital,Navy Command,GALTEC SOLUTIONS LIMITED,LS18 4DF,588728,IT+Comms Internal Costs,"£24,810.12"
Ministry of Defence,Ministry of Defence,19/11/2021,Fuels Non Utilities Consumed,Air Command,CERTAS ENERGY UK LIMITED,WA3 6XG,591565,Fuels Non Utilities Consumed,"£24,721.08"
Ministry of Defence,Ministry of Defence,08/11/2021,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,WEB OIL LIMITED,LL11 6BB,589060,Fuels Non Utilities Consumed,"£24,656.25"
Ministry of Defence,Ministry of Defence,01/11/2021,Estate+Facilities Mgmnt Servs,DES Bespoke Trading Entity,AMEY DEFENCE SERVICES LIMITED,B75 7RL,587299,Estate+Facilities Mgmnt Servs,"£24,645.59"
Ministry of Defence,Ministry of Defence,05/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,INSTRO PRECISION LTD,CT13 9FL,588784,CL MonthEnd Accruals Balance,"£24,468.00"
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,SOFTCAT PLC,SL7 1LW,587494,IT+Comms Internal Costs,"£24,453.48"
Ministry of Defence,Ministry of Defence,29/11/2021,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,593312,IT+Comms Rental Payments,"£24,416.50"
Ministry of Defence,Ministry of Defence,19/11/2021,P+M General Services,Air Command,RINA CONSULTING DEFENCE LTD,KT22 7SA,591705,P+M General Services,"£24,360.00"
Ministry of Defence,Ministry of Defence,03/11/2021,P+M General Services,Defence Equipment and Support,RETRO TRACK & AIR (UK) LIMITED,GL11 5HP,588084,P+M General Services,"£24,328.80"
Ministry of Defence,UKHO,12/11/2021,Rent,Supply Operations,Workman LLP,,2000099043,Rent,"£24,250.00"
Ministry of Defence,UKHO,11/11/2021,Electricity,Facilities Management,EDF Energy Plc,,2000099021,Electricity,"£24,231.85"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Strategic Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE SERVICES,MK19 7BH,300007260,IT+Comms Rental Payments,"£24,227.82"
Ministry of Defence,Ministry of Defence,18/11/2021,Research+Development Expend,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,591314,Research+Development Expend,"£24,199.21"
Ministry of Defence,Ministry of Defence,25/11/2021,External Education + Training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,592742,External Training Mil.,"£24,127.92"
Ministry of Defence,Ministry of Defence,11/11/2021,P+M General Services,Defence Equipment and Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,590071,P+M General Services,"£24,035.68"
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,Strategic Command,TISSKI LIMITED,S11 7PX,589083,IT+Comms Rental Payments,"£23,940.00"
Ministry of Defence,Ministry of Defence,19/11/2021,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,591648,P+M General Services,"£23,783.44"
Ministry of Defence,Ministry of Defence,09/11/2021,P+M General Services,Defence Equipment and Support,FINNING (UK) LTD,WS11 8LL,589171,P+M General Services,"£23,722.83"
Ministry of Defence,Ministry of Defence,24/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,592550,Estate+Facilities Mgmnt Servs,"£23,674.86"
Ministry of Defence,Ministry of Defence,19/11/2021,Fees for Prof Services,Head Office and Corporate Services,HAVAS PEOPLE LIMITED,EC1M 5NR,591763,Fees for Other Prof Services,"£23,519.85"
Ministry of Defence,Ministry of Defence,24/11/2021,P+M General Services,Navy Command,QINETIQ LIMITED,GU14 0LX,592491,P+M General Services,"£23,512.80"
Ministry of Defence,Ministry of Defence,15/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,SMITHS DETECTION-WATFORD LIMITED,WD23 2BW,590404,CL MonthEnd Accruals Balance,"£23,494.27"
Ministry of Defence,Ministry of Defence,02/11/2021,CL MonthEnd Accruals Balance,DES Bespoke Trading Entity,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,587790,CL MonthEnd Accruals Balance,"£23,456.14"
Ministry of Defence,Ministry of Defence,26/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,592968,CL MonthEnd Accruals Balance,"£23,434.38"
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Strategic Command,CENTIANT INTL LIMITED,NN7 2FA,587667,IT+Comms Rental Payments,"£23,388.90"
Ministry of Defence,Ministry of Defence,22/11/2021,Research+Development Expend,Strategic Command,RAND EUROPE COMMUNITY INTEREST COMPANY,CB4 1YG,591900,Research+Development Expend,"£23,342.00"
Ministry of Defence,Ministry of Defence,22/11/2021,Telecomms + IT non capital,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,591847,IT+Comms Internal Costs,"£23,305.80"
Ministry of Defence,Ministry of Defence,15/11/2021,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,590488,Fuels Non Utilities Consumed,"£23,207.72"
Ministry of Defence,Ministry of Defence,03/11/2021,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000065962,Rental Payments-Transport-Oth,"£23,129.95"
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,592227,IT+Comms Rental Payments,"£23,044.13"
Ministry of Defence,Ministry of Defence,01/11/2021,Telecomms + IT non capital,Army Command,ENTSERV UK LIMITED,GU11 1PZ,587261,IT+Comms Rental Payments,"£23,039.84"
Ministry of Defence,Ministry of Defence,04/11/2021,PR Costs,DES Bespoke Trading Entity,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,588598,PR Costs,"£22,950.00"
Ministry of Defence,Ministry of Defence,23/11/2021,P+M General Services,Defence Equipment and Support,FARO TECHNOLOGIES UK LTD,CV3 4PE,592243,P+M General Services,"£22,844.00"
Ministry of Defence,Ministry of Defence,19/11/2021,Other Materiel Consumed,Defence Equipment and Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,591571,Other Materiel Consumed,"£22,740.90"
Ministry of Defence,Ministry of Defence,09/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000066043,Estate+Facilities Mgmnt Servs,"£22,708.70"
Ministry of Defence,Ministry of Defence,08/11/2021,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,588995,Fees for Other Prof Services,"£22,704.00"
Ministry of Defence,Ministry of Defence,19/11/2021,Fuels Non Utilities Consumed,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,591565,Fuels Non Utilities Consumed,"£22,612.34"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,588709,P+M General Services,"£22,596.26"
Ministry of Defence,Ministry of Defence,01/11/2021,Fuels Non Utilities Consumed,Air Command,OIL NRG LTD,TS25 1PW,587433,Fuels Non Utilities Consumed,"£22,551.31"
Ministry of Defence,Ministry of Defence,08/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,589014,Prop NonDw SCA Srv Chrg+Off BS,"£22,536.26"
Ministry of Defence,Ministry of Defence,15/11/2021,Fuels Non Utilities Consumed,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,590488,Fuels Non Utilities Consumed,"£22,517.76"
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,HYPER TALENT SOLUTIONS LTD,SL3 7AE,589126,IT+Comms Rental Payments,"£22,500.00"
Ministry of Defence,Ministry of Defence,05/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588688,CL MonthEnd Accruals Balance,"£22,477.98"
Ministry of Defence,Ministry of Defence,04/11/2021,External Education + Training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,588340,External Training Civ.,"£22,446.32"
Ministry of Defence,Ministry of Defence,16/11/2021,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,590658,IT+Comms Internal Costs,"£22,097.07"
Ministry of Defence,Ministry of Defence,05/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,588681,Fiscal AUC Capital Additions,"£21,972.06"
Ministry of Defence,Ministry of Defence,08/11/2021,P+M General Services,Defence Equipment and Support,PETARDS JOYCE-LOEBL LIMITED,NE11 0TU,589000,P+M General Services,"£21,871.75"
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Air Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,591722,IT+Comms Rental Payments,"£21,718.83"
Ministry of Defence,Ministry of Defence,02/11/2021,Defence Equip General Services,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,587689,Defence Eqpt Serv Chrge+Off BS,"£21,703.95"
Ministry of Defence,Ministry of Defence,29/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,MACE LIMITED,EC2M 6XB,593454,IT+Comms Rental Payments,"£21,672.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Defence Equip General Services,Strategic Command,IIC TECHNOLOGIES LIMITED,YO10 5GA,587960,Defence Equip General Services,"£21,615.66"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Defence Equipment and Support,INSTRO PRECISION LTD,CT13 9FL,588784,P+M General Services,"£21,600.00"
Ministry of Defence,Ministry of Defence,03/11/2021,External Education + Training,Head Office and Corporate Services,CMC PARTNERSHIP GLOBAL LIMITED,NP25 4EB,587869,External Training Civ.,"£21,540.00"
Ministry of Defence,Ministry of Defence,02/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,587607,Medical Costs,"£21,511.61"
Ministry of Defence,Ministry of Defence,16/11/2021,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590693,Rental Payments-Transport-Oth,"£21,442.92"
Ministry of Defence,Ministry of Defence,11/11/2021,P+M General Services,Defence Equipment and Support,PETARDS JOYCE-LOEBL LIMITED,NE11 0TU,589768,P+M General Services,"£21,329.00"
Ministry of Defence,Ministry of Defence,19/11/2021,Fuels Non Utilities Consumed,Air Command,WEB OIL LIMITED,LL11 6BB,591729,Fuels Non Utilities Consumed,"£21,212.48"
Ministry of Defence,Ministry of Defence,16/11/2021,Rental Payments - Transport,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590693,Rental Payments-Transport-Oth,"£21,104.78"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,592888,P+M General Services,"£21,027.50"
Ministry of Defence,Ministry of Defence,01/11/2021,Fuels Non Utilities Consumed,Air Command,STANDARD FUEL OILS LIMITED,L33 7XS,587479,Fuels Non Utilities Consumed,"£20,994.79"
Ministry of Defence,Ministry of Defence,16/11/2021,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,590858,Medical Costs,"£20,882.39"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,590251,P+M General Services,"£20,847.00"
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Defence Nuclear Organisation,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,587473,P+M General Services,"£20,776.68"
Ministry of Defence,Ministry of Defence,26/11/2021,P+M General Services,Defence Nuclear Organisation,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,592958,P+M General Services,"£20,776.68"
Ministry of Defence,Ministry of Defence,23/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,592284,CL MonthEnd Accruals Balance,"£20,737.21"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007324,IT+Comms Internal Costs,"£20,601.03"
Ministry of Defence,Ministry of Defence,01/11/2021,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,587449,Buildings Maintenance,"£20,157.00"
Ministry of Defence,Ministry of Defence,16/11/2021,Med/Welfare/Soc+Rec Costs,Army Command,NEWITT & CO LTD,YO60 7RE,590878,Recreation Costs,"£20,150.39"
Ministry of Defence,Ministry of Defence,15/11/2021,CL MonthEnd Accruals Balance,DES Bespoke Trading Entity,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,590566,CL MonthEnd Accruals Balance,"£19,998.74"
Ministry of Defence,Ministry of Defence,12/11/2021,Other Materiel Consumed,Army Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,590300,Other Materiel Consumed,"£19,994.26"
Ministry of Defence,Ministry of Defence,03/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,587876,Medical Costs,"£19,826.87"
Ministry of Defence,Ministry of Defence,25/11/2021,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,592740,Fuels Non Utilities Consumed,"£19,693.51"
Ministry of Defence,Ministry of Defence,25/11/2021,Fees for Prof Services,Army Command,QINETIQ LIMITED,GU14 0LX,592892,Fees for Other Prof Services,"£19,641.56"
Ministry of Defence,Ministry of Defence,29/11/2021,External Education + Training,Navy Command,EITEC LTD,WC1N 3AX,593452,External Training Civ.,"£19,608.00"
Ministry of Defence,Ministry of Defence,01/11/2021,Fees for Prof Services,Army Command,ENTSERV UK LIMITED,GU11 1PZ,587261,Fees for Other Prof Services,"£19,563.01"
Ministry of Defence,Ministry of Defence,02/11/2021,Med/Welfare/Soc+Rec Costs,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,587607,Medical Costs,"£19,424.94"
Ministry of Defence,Ministry of Defence,22/11/2021,Buildings Maintenance,Air Command,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,591882,Buildings Maintenance,"£19,402.20"
Ministry of Defence,Ministry of Defence,05/11/2021,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM18 7PN,588641,IT+Comms Internal Costs,"£19,363.92"
Ministry of Defence,Ministry of Defence,29/11/2021,P+M General Services,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,593290,P+M General Services,"£19,341.07"
Ministry of Defence,Ministry of Defence,29/11/2021,Transportation + Movement,Head Office and Corporate Services,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,593321,Military Detached Duty,"£19,159.70"
Ministry of Defence,Ministry of Defence,24/11/2021,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,592630,IT+Comms Internal Costs,"£18,890.76"
Ministry of Defence,Ministry of Defence,17/11/2021,P+M General Services,Defence Equipment and Support,CAE (UK) PLC,RH15 9TW,591223,P+M General Services,"£18,824.82"
Ministry of Defence,Ministry of Defence,08/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,RAMBOLL UK LIMITED,SE1 8NW,589101,Fiscal AUC Capital Additions,"£18,779.00"
Ministry of Defence,Ministry of Defence,02/11/2021,P+M General Services,Defence Nuclear Organisation,FRONTLINE SAFETY (UK) LIMITED,G69 6GA,587556,P+M General Services,"£18,664.80"
Ministry of Defence,Ministry of Defence,03/11/2021,Estate+Facilities Mgmnt Servs,Army Command,SAFESKYS LTD,HP11 1LT,587925,Estate+Facilities Mgmnt Servs,"£18,653.44"
Ministry of Defence,Ministry of Defence,12/11/2021,Estate+Facilities Mgmnt Servs,Army Command,SAFESKYS LTD,HP11 1LT,590291,Estate+Facilities Mgmnt Servs,"£18,653.44"
Ministry of Defence,Ministry of Defence,24/11/2021,Research+Development Expend,Defence Nuclear Organisation,BAE SYSTEMS MARINE LTD,LA14 1AF,592416,Research+Development Expend,"£18,539.98"
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,590926,IT+Comms Internal Costs,"£18,316.75"
Ministry of Defence,Ministry of Defence,10/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,589528,CL MonthEnd Accruals Balance,"£18,276.14"
Ministry of Defence,Ministry of Defence,11/11/2021,Fees for Prof Services,Army Command,COMMERCE DECISIONS LIMITED.,OX14 4RY,589914,Fees for Other Prof Services,"£18,239.23"
Ministry of Defence,Ministry of Defence,18/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000066155,Estate+Facilities Mgmnt Servs,"£18,203.34"
Ministry of Defence,Ministry of Defence,04/11/2021,P+M General Services,Strategic Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,588598,P+M General Services,"£18,173.33"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000018682,P+M General Services,"£18,051.44"
Ministry of Defence,Ministry of Defence,10/11/2021,Transportation + Movement,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,589536,Transport + Movement Freight,"£18,038.74"
Ministry of Defence,Ministry of Defence,04/11/2021,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,588549,IT+Comms Internal Costs,"£17,950.85"
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,592170,IT+Comms Internal Costs,"£17,590.44"
Ministry of Defence,Ministry of Defence,10/11/2021,Transportation + Movement,Defence Equipment and Support,JAMES FISHER EVERARD LIMITED,EC2M 7JH,2000018659,Transport + Movement Freight,"£17,415.85"
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,AKHTER COMPUTERS LIMITED,CM18 7PN,590973,IT+Comms Internal Costs,"£17,324.75"
