unique identifier,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Sept Transparency 271,23/09/2021,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,SCRUMCONNECT LTD,"£132,300"
Sept Transparency 272,01/09/2021,FG ESTATES TOM DEL A SALARY COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,MCBAINS LTD,"£132,013"
Sept Transparency 273,21/09/2021,"DIG ENGAGEMENT, ADOPTION & RELEASE SERVICE",EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£130,078"
Sept Transparency 274,06/09/2021,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£125,172"
Sept Transparency 275,09/09/2021,DIG DATA ASSET MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AGILE SOLUTIONS GB LTD,"£124,940"
Sept Transparency 276,22/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SPECIALIST SKILLS SUPPORT PROGRAMME,"£124,886"
Sept Transparency 277,28/09/2021,FG CD ESTATES TOM DEL A,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD-2WM,"£124,752"
Sept Transparency 278,15/09/2021,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£123,814"
Sept Transparency 279,08/09/2021,FG CRC CYBER RESILIENCE CENTRE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,2T SECURITY LTD,"£123,240"
Sept Transparency 280,27/09/2021,CHG KICK START,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UNITED KINGDOM LTD,"£122,962"
Sept Transparency 281,24/09/2021,FG ESTATES TOM DEL A SALARY COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,MCBAINS LTD,"£122,746"
Sept Transparency 282,13/09/2021,DIG INTEGRATION PLATFORMS DIGITAL GATEWAY,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£122,508"
Sept Transparency 283,24/09/2021,OPS PEN PS DIRECTOR OF PENSIONS OPERATIONS AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£122,042"
Sept Transparency 284,27/09/2021,DIG ECMS PROJECT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£121,213"
Sept Transparency 285,06/09/2021,DIG INTEGRATION PLATFORMS FILE TRANSFER,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST,"£121,083"
Sept Transparency 286,16/09/2021,DIG SINGLE CUSTOMER VIEW & SINGLE AGENT VIEW DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCRUMCONNECT LTD,"£120,900"
Sept Transparency 287,01/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DEPARTMENT FOR WORK & PENSIONS,"£120,533"
Sept Transparency 288,10/09/2021,SE ST RESOURCE NON DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG,"£120,000"
Sept Transparency 289,17/09/2021,DIG MOBILE DEVICES CONTRACT DEL A,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING TELEPHONY,VODAFONE LTD,"£118,872"
Sept Transparency 290,29/09/2021,DIG CITIZEN INFORMATION - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£118,307"
Sept Transparency 291,02/09/2021,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SOFTCAT PLC,"£117,600"
Sept Transparency 292,15/09/2021,DIG NOTIFICATION SERVICE PROJECT DELP,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£117,288"
Sept Transparency 293,24/09/2021,FG ESRM ENTERPRISE SECURITY AND RISK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AMETHYST RISK MANAGEMENT LTD,"£115,786"
Sept Transparency 294,20/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,SPELLER METCALFE MALVERN LTD,"£115,712"
Sept Transparency 295,20/09/2021,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DIFRENT LTD,"£115,350"
Sept Transparency 296,13/09/2021,DIG INTEGRATION PLATFORMS DIGITAL GATEWAY,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£115,252"
Sept Transparency 297,15/09/2021,DIG NOTIFICATION SERVICE PROJECT DELP,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£115,075"
Sept Transparency 298,20/09/2021,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,BJSS LTD,"£115,038"
Sept Transparency 299,27/09/2021,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£115,000"
Sept Transparency 300,07/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,MITIE FM LTD,"£114,099"
Sept Transparency 301,27/09/2021,DIG NOTIFICATION SERVICE PROJECT DELP,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£114,048"
Sept Transparency 302,13/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,STAFFORDSHIRE SKILLS HUB,"£113,321"
Sept Transparency 303,01/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LTD,"£113,142"
Sept Transparency 304,07/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,GLEEDS ADVISORY LTD,"£112,380"
Sept Transparency 305,03/09/2021,OPS CFC DISCRETE BUDGET CONTROL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT OFFICE,ENGIE SERVICES LTD,"£112,179"
Sept Transparency 306,23/09/2021,OPS CFC DISCRETE BUDGET CONTROL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT OFFICE,ENGIE SERVICES LTD,"£112,179"
Sept Transparency 307,30/09/2021,CHG DWP RE-IMAGINE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM,"£111,707"
Sept Transparency 308,06/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£110,671"
Sept Transparency 309,07/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,GLEEDS ADVISORY LTD,"£110,300"
Sept Transparency 310,13/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,SPELLER METCALFE MALVERN LTD,"£110,029"
Sept Transparency 311,20/09/2021,OPS DD DIRECTOR,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£109,898"
Sept Transparency 312,13/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,SPELLER METCALFE MALVERN LTD,"£109,433"
Sept Transparency 313,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£109,024"
Sept Transparency 314,21/09/2021,FG SPC SECURITY CULTURE EDUCATION AWARENESS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£107,845"
Sept Transparency 315,27/09/2021,DIG DCBT EXTERNALS DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£107,465"
Sept Transparency 316,29/09/2021,OPS DD DIRECTOR,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£107,061"
Sept Transparency 317,07/09/2021,WWEG WP FG CEP ESF1420 MARCHES TRANS,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£106,897"
Sept Transparency 318,07/09/2021,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SAS SOFTWARE LTD,"£106,275"
Sept Transparency 319,20/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£105,527"
Sept Transparency 320,21/09/2021,SE CE CUSTOMER INSIGHT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£105,376"
Sept Transparency 321,07/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,SPECIALIST COMPUTER CENTRES PLC,"£104,606"
Sept Transparency 322,20/09/2021,DIG CITIZEN INFORMATION - STRATEGIC ARA DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UNITED KINGDOM LTD,"£104,211"
Sept Transparency 323,22/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ROUTES2,"£104,042"
Sept Transparency 324,14/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WOMEN EMPOWERED THROUGH COACHING WE CAN,"£102,753"
Sept Transparency 325,10/09/2021,DIG - SECURITY CONTRACTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AKAMAI TECHNOLOGIES,"£102,356"
Sept Transparency 326,13/09/2021,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAIR ISAAC SERVICES LTD,"£101,016"
Sept Transparency 327,29/09/2021,DIG CHILDREN  - LIVE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£99,895"
Sept Transparency 328,13/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ACCELERATING GROWTH OF THE DIGITAL AND CREATIVE ECONOMY,"£99,550"
Sept Transparency 329,13/09/2021,OPS LB CAPITA,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£98,285"
Sept Transparency 330,03/09/2021,DIG D&A-02  PENSIONS TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£98,198"
Sept Transparency 331,30/09/2021,FG CS HS MEDICAL SERVICES SPECIFIC COSTS,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - FIXED COSTS,CENTRE FOR HEALTH & DISABILITY ASSESSMENTS LTD,"£96,543"
Sept Transparency 332,20/09/2021,OPS DD DIRECTOR,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£96,283"
Sept Transparency 333,01/09/2021,CHG UKSPF,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£96,282"
Sept Transparency 334,16/09/2021,DIG BULK PRINT SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£96,140"
Sept Transparency 335,21/09/2021,DIG CHILD R&B & CF BUSINESS SERVICES - PEOPLE DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£95,573"
Sept Transparency 336,23/09/2021,FG ESRM ENTERPRISE SECURITY AND RISK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,NCC GROUP SECURITY SERVICES LTD,"£95,331"
Sept Transparency 337,21/09/2021,DIG RBC - COMMERCIAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SCRUMCONNECT LTD,"£95,280"
Sept Transparency 338,20/09/2021,OPS DD DIRECTOR,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£94,728"
Sept Transparency 339,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICE SOLUTIONS,"£94,542"
Sept Transparency 340,09/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,AEGIS IN COMMUNITIES,"£94,523"
Sept Transparency 341,03/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,GENERATION ESF,"£94,493"
Sept Transparency 342,24/09/2021,CMG OPS EXTERNAL CONTRACTS/SLAS OPTIONS,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£93,872"
Sept Transparency 343,01/09/2021,DIG LIFE TEAM - CARERS PATHFINDER DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DELOITTE LLP,"£93,788"
Sept Transparency 344,17/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,A19,"£93,675"
Sept Transparency 345,29/09/2021,FG CD ESTATES TOM DEL A,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,SOUTHERNS BROADSTOCK LTD,"£92,698"
Sept Transparency 346,09/09/2021,FG SPC SECURITY CULTURE EDUCATION AWARENESS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£92,613"
Sept Transparency 347,03/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£92,611"
Sept Transparency 348,28/09/2021,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,MANNING GOTTLIEB OMD,"£92,316"
Sept Transparency 349,07/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BUILD STEPS BRIGHT FUTURE UNEMP & 50+,"£91,945"
Sept Transparency 350,20/09/2021,OPS WDC WSD SE BERKSHIRE SURREY AND SUSSEX DO,EXP - CURRENT GRANTS - NPISH - LOCAL PARTNERSHIPS,BRIGHTON & HOVE CITY COUNCIL,"£91,945"
Sept Transparency 351,01/09/2021,DIG LABOUR MARKET DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£91,908"
Sept Transparency 352,13/09/2021,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAIR ISAAC SERVICES LTD,"£91,908"
Sept Transparency 353,23/09/2021,STR LEGAL SERVICES COMPENSATION & LEGAL COSTS,EXP - MISCELLANEOUS EXPENDITURE - SPECIAL PAYMENTS - LEGAL PAYMENTS ON ACCOUNT,GOVERNMENT LEGAL DEPARTMENT,"£91,900"
Sept Transparency 354,22/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,STEPPING UP,"£91,893"
Sept Transparency 355,10/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF INTERIORS GROUP STD FURNITURE,"£91,476"
Sept Transparency 356,10/09/2021,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£90,726"
Sept Transparency 357,20/09/2021,DIG CROSS CUTTING SERVICES,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£90,715"
Sept Transparency 358,13/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,HOSPITALITY PATHWAYS,"£90,456"
Sept Transparency 359,23/09/2021,CHG FES WORK MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM,"£90,183"
Sept Transparency 360,03/09/2021,DIG - LEGACY SUPPORT DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£90,000"
Sept Transparency 361,28/09/2021,FG CD REPROGRAPHICS,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£89,682"
Sept Transparency 362,23/09/2021,OPS SE DRS CMG BLACKPOOL,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£89,390"
Sept Transparency 363,13/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LINK CUMBRIA ESF,"£89,116"
Sept Transparency 364,20/09/2021,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,BJSS LTD,"£88,665"
Sept Transparency 365,15/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF INTERIORS GROUP STD FURNITURE,"£87,973"
Sept Transparency 366,01/09/2021,DIG SDX REFRESH,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,COMPUTACENTER UK LTD,"£87,342"
Sept Transparency 367,27/09/2021,DIG LM CASELOAD MANAGEMENT ACCELERATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£87,095"
Sept Transparency 368,23/09/2021,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,SCRUMCONNECT LTD,"£86,940"
Sept Transparency 369,30/09/2021,FG CS HS HDAS PASSTHROUGH,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - FIXED COSTS,CENTRE FOR HEALTH & DISABILITY ASSESSMENTS LTD,"£86,336"
Sept Transparency 370,01/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,PATHWAYS TO SUCCESS,"£86,212"
Sept Transparency 371,24/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF BROS LTD T/A WAGSTAFF INTERIORS GROUP,"£86,119"
Sept Transparency 372,23/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,SODEXO LTD,"£85,953"
Sept Transparency 373,14/09/2021,OPS WDC WSD NATIONAL EMPLOYER AND PARTNERSHIP TEAM,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,KPMG,"£85,762"
Sept Transparency 374,16/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,WATES CONSTRUCTION LTD,"£84,868"
Sept Transparency 375,30/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£84,702"
Sept Transparency 376,06/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WORK WELL SUFFOLK 1 1,"£84,681"
Sept Transparency 377,28/09/2021,DIG DOCUMENT COLLABORATION SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£84,359"
Sept Transparency 378,27/09/2021,DIG IDENTITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAVENDISH WOOD LTD,"£84,293"
Sept Transparency 379,02/09/2021,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£83,709"
Sept Transparency 380,02/09/2021,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£83,709"
Sept Transparency 381,02/09/2021,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£83,709"
Sept Transparency 382,02/09/2021,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£83,709"
Sept Transparency 383,16/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,WATES CONSTRUCTION LTD,"£83,671"
Sept Transparency 384,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICE SOLUTIONS,"£83,419"
Sept Transparency 385,27/09/2021,DWP CHG DWP RE-IMAGINE WPM,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£82,349"
Sept Transparency 386,09/09/2021,DIG MS OFFICE SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£82,238"
Sept Transparency 387,15/09/2021,DIG DFCNI OGD,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,OPEN TEXT UK LTD,"£82,222"
Sept Transparency 388,16/09/2021,DIG WA TACTICAL TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,BJSS LTD,"£82,140"
Sept Transparency 389,02/09/2021,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AMAZON WEB SERVICES EMEA SARL,"£82,107"
Sept Transparency 390,15/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SOLENT APPRENTICESHIP HUB,"£81,879"
Sept Transparency 391,27/09/2021,DIG IDENTITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAVENDISH WOOD LTD,"£81,811"
Sept Transparency 392,30/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£81,270"
Sept Transparency 393,15/09/2021,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BEDIGITAL,"£80,750"
Sept Transparency 394,24/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,LONDON BOROUGH OF LEWISHAM,"£80,620"
Sept Transparency 395,13/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,TARGET APPRENTICESHIPS,"£80,192"
Sept Transparency 396,30/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£80,053"
Sept Transparency 397,03/09/2021,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SHARED SERVICES CONNECTED LTD,"£80,028"
Sept Transparency 398,03/09/2021,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING APPS DEV,ATOS ORIGIN IT SERVICES UK LTD,"£80,000"
Sept Transparency 399,15/09/2021,DIG TBPS PROJECT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,OPEN TEXT UK LTD,"£79,931"
Sept Transparency 400,09/09/2021,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - RECURRENT PUBLICITY,M&C SAATCHI UK LTD,"£79,919"
Sept Transparency 401,27/09/2021,"FG CRC KPI, BENEFITS REALISATION AND BUSINESS CHANGE",EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£79,514"
Sept Transparency 402,29/09/2021,DIG BULK PRINT SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£79,500"
Sept Transparency 403,27/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LTD,"£79,227"
Sept Transparency 404,09/09/2021,SE SPD PRINT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£79,128"
Sept Transparency 405,28/09/2021,FG CD CORPORATE CHARGES,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£78,745"
Sept Transparency 406,21/09/2021,"DIG ENGAGEMENT, ADOPTION & RELEASE SERVICE",EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£78,566"
