Unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency 640,31/03/2023,FG CS HS MEDICAL SERVICES SPECIFIC COSTS,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - FIXED COSTS,CENTRE FOR HEALTH & DISABILITY ASSESSMENTS LTD#ZANZIBAR,"£94,072"
Transparency 641,02/03/2023,DIG ACCESSIBILITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£94,052"
Transparency 642,27/03/2023,DIG DG COO DIGITAL SPACES,PPE - FURNITURE AND FITTINGS (OWNED) - COST - ADDITIONS,SOUTHERNS BROADSTOCK LTD,"£93,744"
Transparency 643,08/03/2023,DIG INFRASTRUCTURE TOOLING RUN,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,DYNATRACE LTD,"£93,656"
Transparency 644,29/03/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£93,240"
Transparency 645,22/03/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£92,963"
Transparency 646,24/03/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,C&R SOFTWARE,"£92,828"
Transparency 647,24/03/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£92,711"
Transparency 648,21/03/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AMAZON WEB SERVICES EMEA SARL,"£92,690"
Transparency 649,29/03/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CONTENT+CLOUD LIMITED,"£92,664"
Transparency 650,07/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BUSINESS SCALE UP DEVELOPMENT PROGRAMME,"£92,577"
Transparency 651,23/03/2023,CHG 620166 KIRKCALDY VICTORIA ROAD,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£92,561"
Transparency 652,30/03/2023,DIG SDX REFRESH,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CDW LTD,"£92,124"
Transparency 653,23/03/2023,DIG SDX REFRESH,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CDW LTD,"£92,124"
Transparency 654,20/03/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£92,110"
Transparency 655,28/03/2023,DIG WA MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£92,088"
Transparency 656,24/03/2023,DIG RBC - COMMERCIAL COSTS,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM,"£91,981"
Transparency 657,08/03/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£91,833"
Transparency 658,10/03/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,TOTAL ENERGIES GAS& POWER LIMITED,"£91,802"
Transparency 659,24/03/2023,DIG PEOPLE & PRACTICES STAFFING,PPE - FURNITURE AND FITTINGS (OWNED) - COST - ADDITIONS,SOUTHERNS BROADSTOCK LTD,"£91,573"
Transparency 660,23/03/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£91,222"
Transparency 661,14/03/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,RED HAT LTD,"£91,104"
Transparency 662,07/03/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,PCI PAL,"£90,805"
Transparency 663,29/03/2023,SE SM WA PJT JSA ESA DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,VALTECH LTD,"£90,183"
Transparency 664,02/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,KIRKLEES APPRENTICESHIP FOR ALL,"£90,127"
Transparency 665,24/03/2023,SE SM CMG PJT DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£90,000"
Transparency 666,22/03/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£89,802"
Transparency 667,20/03/2023,DIG DSP CHADS PROJECT SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BEDIGITAL,"£89,475"
Transparency 668,31/03/2023,PCP ESTATES LCW DELA,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,MITIE PROPERTY SERVICES UK LTD,"£89,313"
Transparency 669,01/03/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£89,035"
Transparency 670,14/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,THRIVE & WORK,"£88,774"
Transparency 671,09/03/2023,STR INDEPENDENT CASE EXAMINER,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,ROYAL MAIL GROUP PLC,"£88,746"
Transparency 672,20/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NORTH OF TYNE CLLD,"£88,583"
Transparency 673,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,THRIVING AT WORK,"£88,522"
Transparency 674,10/03/2023,DIG SS BUSINESS GLOSSARY & DATA CATALOGUE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AGILE SOLUTIONS GB LTD,"£88,320"
Transparency 675,22/03/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£87,869"
Transparency 676,22/03/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£87,854"
Transparency 677,13/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,A19,"£87,655"
Transparency 678,01/03/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£87,567"
Transparency 679,27/03/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MITIE PROPERTY SERVICES UK LTD,"£87,420"
Transparency 680,01/03/2023,SE SM CROSS COLLEAGUE VIEW DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£87,407"
Transparency 681,24/03/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£87,090"
Transparency 682,23/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£87,069"
Transparency 683,06/03/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£86,799"
Transparency 684,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,CHESHIRE & WARRINGTON PLEDGE,"£86,730"
Transparency 685,09/03/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£86,687"
Transparency 686,23/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BUILDING SUCCESSFUL FUTURES,"£86,638"
Transparency 687,14/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SKILLS TALENT APPRENTICESHIP & RECRUITMENT STAR HUB,"£86,595"
Transparency 688,28/03/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£86,457"
Transparency 689,10/03/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£86,284"
Transparency 690,07/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,172"
Transparency 691,07/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,172"
Transparency 692,07/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,172"
Transparency 693,07/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,172"
Transparency 694,23/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,165"
Transparency 695,23/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,165"
Transparency 696,23/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,165"
Transparency 697,23/03/2023,DIG DATA CENTRE OPERATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CROWN HOSTING DATA CENTRES LTD,"£86,165"
Transparency 698,20/03/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,OPENCAST SOFTWARE EUROPE LIMITED,"£85,959"
Transparency 699,20/03/2023,OPS CFC DEBT ENFORCEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - DEBT COLLECTION,INDESSER,"£85,862"
Transparency 700,03/03/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£85,626"
Transparency 701,08/03/2023,FG CRC OPERATIONS SUPPORT WORKSTREAM DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£85,412"
Transparency 702,07/03/2023,HR ORGANISATION CAPABILITY,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSL - K P M G LLP,"£85,000"
Transparency 703,09/03/2023,DIG RBC - COMMERCIAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,TRANSUNION INTERNATIONAL UK LTD,"£85,000"
Transparency 704,23/03/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£84,715"
Transparency 705,20/03/2023,HR CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£84,511"
Transparency 706,16/03/2023,DIG SDX REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CDW LTD,"£84,348"
Transparency 707,17/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,TECHNICAL CONSTRUCTION SKILLS FOR THE UNEMPLOYED ESF,"£84,289"
Transparency 708,28/03/2023,FG CRC OPERATIONS SUPPORT WORKSTREAM DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£84,096"
Transparency 709,22/03/2023,OPS WDC WSD NW GM EMPLOYERS & PARTNERSHIPS TEAM,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,GREATER MANCHESTER TRAVELCARDS LTD,"£84,000"
Transparency 710,22/03/2023,OPS WDC WSD NW GM EMPLOYERS & PARTNERSHIPS TEAM,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,GREATER MANCHESTER TRAVELCARDS LTD,"£84,000"
Transparency 711,10/03/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£83,552"
Transparency 712,31/03/2023,FG CS HS HDAS PASSTHROUGH,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - FIXED COSTS,CENTRE FOR HEALTH & DISABILITY ASSESSMENTS LTD#ZANZIBAR,"£83,526"
Transparency 713,02/03/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£83,412"
Transparency 714,27/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,EM3 ARMED FORCES VETERAN & FAMILIES,"£83,089"
Transparency 715,10/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ASPIRE2LEAD,"£82,852"
Transparency 716,10/03/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£82,803"
Transparency 717,13/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,HERTFORDSHIRE OPPORTUNITIES,"£82,765"
Transparency 718,08/03/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£82,760"
Transparency 719,09/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,CHANCES FOR WORK,"£82,670"
Transparency 720,29/03/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£82,559"
Transparency 721,28/03/2023,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,MANNING GOTTLIEB OMD,"£82,361"
Transparency 722,03/03/2023,FG CS HS MEDICAL SERVICES SPECIFIC COSTS,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - FIXED COSTS,CENTRE FOR HEALTH & DISABILITY ASSESSMENTS LTD,"£81,941"
Transparency 723,02/03/2023,EP CEP WHP DWP CONTRACTS CENT ENG CPA1,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£81,896"
Transparency 724,23/03/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£81,843"
Transparency 725,16/03/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MITIE PROPERTY SERVICES UK LTD,"£81,788"
Transparency 726,08/03/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£81,772"
Transparency 727,23/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WEST YORKSHIRE PATHWAYS TO EMPLOYMENT,"£81,727"
Transparency 728,02/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,GREATER BIRMINGHAM & SOLIHULL LOCAL ENTERPRISE PARTNERSHIP,"£81,694"
Transparency 729,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SPRINGBOARD 3,"£81,571"
Transparency 730,30/03/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£81,568"
Transparency 731,24/03/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,C&R SOFTWARE,"£81,558"
Transparency 732,31/03/2023,DIG CHILDREN  - COMMON PLATFORMS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,TECKNUOVO LTD,"£81,000"
Transparency 733,30/03/2023,DIG CHILDREN  - COMMON PLATFORMS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,TECKNUOVO LTD,"£81,000"
Transparency 734,02/03/2023,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SHARED SERVICES CONNECTED LTD,"£80,969"
Transparency 735,13/03/2023,DIG BASELINE RUN - BENEFIT SUPPORTING SERVICES DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,INSIGHT DIRECT UK LTD,"£80,955"
Transparency 736,31/03/2023,CASD ANALYTICAL COMMUNITY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,MARKET & OPINION RESEARCH INTERNATIONAL LTD,"£80,622"
Transparency 737,06/03/2023,DIG DCBT EXTERNALS DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,LAYER 7 IT SECURITY,"£80,580"
Transparency 738,20/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,TENANTS FIRST,"£80,220"
Transparency 739,28/03/2023,CASD CENTRAL ANALYSIS AND SCIENCE DIRECTORATE,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,UNIVERSITY COLLEGE LONDON,"£80,000"
Transparency 740,07/03/2023,CHG FAS IT,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£79,954"
Transparency 741,21/03/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£79,829"
Transparency 742,16/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S REGIONAL MANAGEMENT UK & I LTD,"£79,498"
Transparency 743,30/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S REGIONAL MANAGEMENT UK & I LTD,"£79,498"
Transparency 744,31/03/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,INSTANT MANAGED OFFICES,"£79,410"
Transparency 745,17/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,PROGRESS2WORK,"£79,384"
Transparency 746,08/03/2023,CASD CENTRAL ANALYSIS AND SCIENCE DIRECTORATE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - RECRUITMENT,CABINET OFFICE,"£79,020"
Transparency 747,31/03/2023,DIG - WAN REFRESH DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£79,013"
Transparency 748,29/03/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£78,960"
Transparency 749,24/03/2023,DIG CHILDREN  - CMS 2012 CORE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£78,920"
Transparency 750,27/03/2023,FG BUSINESS DESIGN,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,IPSOS MORI,"£78,800"
Transparency 751,27/03/2023,PCP ESTATES OLD BAU DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,MITIE PROPERTY SERVICES UK LTD,"£78,519"
Transparency 752,01/03/2023,SE SM CROSS COLLEAGUE VIEW DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£78,232"
Transparency 753,23/03/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£78,119"
Transparency 754,30/03/2023,DIG IT ASSET MANAGEMENT (ITAM) DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BOXXE LTD,"£78,000"
Transparency 755,24/03/2023,SE SM SP PJT DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£77,662"
Transparency 756,29/03/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£77,376"
Transparency 757,16/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SKILLS FOR SUCCESS,"£77,338"
Transparency 758,09/03/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£76,995"
Transparency 759,30/03/2023,OPS SE DATA REVIEW,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£76,968"
Transparency 760,30/03/2023,PCP ESTATES INVESTMENT PROJECTS DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,GLEEDS ADVISORY LTD,"£76,559"
Transparency 761,24/03/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,C&R SOFTWARE,"£76,406"
Transparency 762,10/03/2023,DIG TEXT MESSAGING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CABINET OFFICE,"£76,333"
Transparency 763,08/03/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£75,752"
Transparency 764,21/03/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£75,529"
Transparency 765,14/03/2023,DIG PAYMENTS - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£75,375"
Transparency 766,28/03/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£75,311"
Transparency 767,07/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ADVICE SKILLS ACADEMY ESF 2014 2020,"£75,108"
Transparency 768,17/03/2023,DIG DDSP BUSINESS SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£75,036"
Transparency 769,27/03/2023,PCP ESTATES OLD BAU DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,SPELLER METCALFE MALVERN LTD,"£75,017"
Transparency 770,14/03/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,LAYER 7 IT SECURITY,"£75,000"
Transparency 771,28/03/2023,STR LABOUR MARKET INNOVATION FUND,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,CRISIS UK,"£75,000"
Transparency 772,16/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£74,955"
Transparency 773,27/03/2023,CHG 620108 PRESTON GUILD CENTRE (HMRC),EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,SOUTHERNS BROADSTOCK LTD,"£74,719"
Transparency 774,29/03/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,NETCOMPANY UK LTD,"£74,692"
Transparency 775,30/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SOLENT APPRENTICESHIP AND SKILL HUB ESF,"£74,644"
Transparency 776,29/03/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£74,536"
Transparency 777,22/03/2023,DIG CONTACT CENTRE MAINTENANCE NGCC2022 DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,PIXEL GROUP LTD,"£74,520"
Transparency 778,02/03/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£74,228"
Transparency 779,27/03/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£74,227"
Transparency 780,09/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£73,441"
