Unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency april 281,28/04/2023,OPS DD DIRECTOR,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£133,680"
Transparency april 282,04/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£131,040"
Transparency april 283,25/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£131,004"
Transparency april 284,04/04/2023,PCP ESTATES RENT RATES SERVICE DILAPS DELP,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,TELEREAL TRILLIUM,"£130,443"
Transparency april 285,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£130,344"
Transparency april 286,04/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£128,746"
Transparency april 287,14/04/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£128,393"
Transparency april 288,27/04/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£128,170"
Transparency april 289,04/04/2023,DIG CITIZEN INF - STRATEGIC ARA RELATIONSHIPS DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£127,724"
Transparency april 290,27/04/2023,PCP ESTATES SECURITY DELA,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£127,226"
Transparency april 291,04/04/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,FEDCAP EMPLOYMENT,"£127,042"
Transparency april 292,21/04/2023,PCP ESTATES OLD BAU DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£127,008"
Transparency april 293,05/04/2023,OPS CFC OPERATIONAL INTELLIGENCE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,"£125,400"
Transparency april 294,04/04/2023,DIG COMPLEX DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£125,383"
Transparency april 295,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£123,205"
Transparency april 296,27/04/2023,DIG TRANSFORMATION ACCESS MANAGEMENT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£122,698"
Transparency april 297,11/04/2023,DIG UNIFIED COMMS SERVICE,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,CHARTERHOUSE,"£121,007"
Transparency april 298,04/04/2023,DIG DATA ASSET MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,BETTER GROUP LTD T/A BETTERGOV,"£120,505"
Transparency april 299,04/04/2023,P&C DWP GENERIC LEARNING,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG LLP,"£120,000"
Transparency april 300,26/04/2023,FG HDD MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - VALUATION OFFICE,VALUATION OFFICE AGENCY,"£120,000"
Transparency april 301,24/04/2023,SE SM CMG PJT DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£120,000"
Transparency april 302,04/04/2023,DIG - NETWORK TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£119,305"
Transparency april 303,24/04/2023,DIG CHILDREN  - COMMON PLATFORMS,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£118,897"
Transparency april 304,27/04/2023,DIG STB FUNDED DLA CHILD - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£118,751"
Transparency april 305,27/04/2023,FG CSO CHIEF SECURITY OFFICER,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - RECRUITMENT,CABINET OFFICE,"£118,533"
Transparency april 306,24/04/2023,SE SM CROSS COLLEAGUE VIEW DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£118,506"
Transparency april 307,12/04/2023,DIG DATA MODERNISATION (ARA) DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£118,128"
Transparency april 308,04/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£117,936"
Transparency april 309,03/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£117,936"
Transparency april 310,24/04/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£116,811"
Transparency april 311,24/04/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£115,617"
Transparency april 312,24/04/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£115,342"
Transparency april 313,28/04/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£115,326"
Transparency april 314,28/04/2023,DIG RBC - COMMERCIAL COSTS,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM,"£114,612"
Transparency april 315,21/04/2023,P&C DWP GENERIC LEARNING,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG,"£113,712"
Transparency april 316,04/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£113,489"
Transparency april 317,04/04/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,SPELLER METCALFE MALVERN LTD,"£113,119"
Transparency april 318,12/04/2023,PCP ESTATES PROGRAMME MANAGEMENT SERVICE (EPMS) DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,"£111,534"
Transparency april 319,03/04/2023,CHG 620747 GLASGOW ATLANTIC QUAY,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,CLARK CONTRACTS LTD,"£111,403"
Transparency april 320,24/04/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£110,067"
Transparency april 321,05/04/2023,P&C LEARNING DESIGN SERVICE EXCELLENCE & ODP,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG,"£110,000"
Transparency april 322,19/04/2023,CHG UC DIGITAL SERVICES-RECURRENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,MONGODB LIMITED,"£109,490"
Transparency april 323,04/04/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£108,880"
Transparency april 324,25/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£108,510"
Transparency april 325,03/04/2023,DIG ON PREMISES HOSTING REFRESH,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CDW LTD,"£108,416"
Transparency april 326,04/04/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,SPELLER METCALFE MALVERN LTD,"£107,935"
Transparency april 327,14/04/2023,DIG CORE - SERVICE TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£107,343"
Transparency april 328,03/04/2023,PCP ESTATES LEGAL SERVICES DELP,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,DENTONS UK AND MIDDLE EAST LLP,"£106,023"
Transparency april 329,11/04/2023,CHG 620042 LIVERPOOL PORT OF LIVERPOOL,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,SEDDON CONSTRUCTION LTD,"£104,935"
Transparency april 330,04/04/2023,CMG OPS EXTERNAL CONTRACTS/SLA DEBT SERVICES,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - DEBT COLLECTION,EQUIFAX LTD,"£104,760"
Transparency april 331,21/04/2023,CMG OPS EXTERNAL CONTRACTS/SLA DEBT SERVICES,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - DEBT COLLECTION,EQUIFAX LTD,"£104,760"
Transparency april 332,18/04/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - PLANT & MACHINERY,MITIE PROPERTY SERVICES UK LTD,"£104,748"
Transparency april 333,24/04/2023,EP CEP WHP DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£104,297"
Transparency april 334,04/04/2023,CHG WORKPLACE TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PERFECT CIRCLE JV LTD,"£103,602"
Transparency april 335,12/04/2023,EP CEP WHP DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SEETEC PLUSS LTD,"£103,315"
Transparency april 336,04/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£103,134"
Transparency april 337,03/04/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CYBERNETICA SOLUTIONS LTD,"£103,032"
Transparency april 338,24/04/2023,EP CEP WHP DWP CONTRACTS CENT ENG CPA1,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£102,917"
Transparency april 339,18/04/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£101,906"
Transparency april 340,18/04/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MITIE PROPERTY SERVICES UK LTD,"£101,889"
Transparency april 341,28/04/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REPROGRAPHICS,XEROX UK LTD,"£101,737"
Transparency april 342,04/04/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,JOBS 22 LTD,"£101,658"
Transparency april 343,03/04/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£101,575"
Transparency april 344,03/04/2023,DIG ON PREMISES HOSTING REFRESH,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CDW LTD,"£100,295"
Transparency april 345,18/04/2023,DIG PAYMENTS - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£100,205"
Transparency april 346,03/04/2023,"DIG SW ASSET SUBSCRIPTION, SUPPORT & MAINT RENEWALS DELP",EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,ADOBE SYSTEMS SOFTWARE IRELAND LTD,"£99,976"
Transparency april 347,13/04/2023,DIG - SECURITY CONTRACTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AKAMAI TECHNOLOGIES,"£99,949"
Transparency april 348,03/04/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£99,761"
Transparency april 349,05/04/2023,DIG - SDX DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CDW LTD,"£99,579"
Transparency april 350,27/04/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£99,156"
Transparency april 351,27/04/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,JOBS 22 LTD,"£99,051"
Transparency april 352,28/04/2023,DIG DW AND DSP PLATFORM RUN,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£98,969"
Transparency april 353,27/04/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£98,141"
Transparency april 354,04/04/2023,WWEG CEP IPES CPA 4 SOUTHERN ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,FEDCAP EMPLOYMENT,"£98,093"
Transparency april 355,04/04/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£98,040"
Transparency april 356,03/04/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AUTOMATION LOGIC LTD,"£97,538"
Transparency april 357,18/04/2023,DIG DSP CHADS PROJECT SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BEDIGITAL,"£97,150"
Transparency april 358,27/04/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£96,836"
Transparency april 359,14/04/2023,HR OHS,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL - OCCUPATIONAL HEALTH SERVICE,PAM GROUP,"£96,831"
Transparency april 360,04/04/2023,DIG IT OPERATIONS TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UNIFII,"£96,753"
Transparency april 361,24/04/2023,STR FIT NOTE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DHSC,"£96,691"
Transparency april 362,18/04/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£96,673"
Transparency april 363,26/04/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,EDF ENERGY LTD,"£96,598"
Transparency april 364,03/04/2023,OPS SE DATA REVIEW,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£96,324"
Transparency april 365,05/04/2023,DIG APPLICATION DATA PLATFORMS EAS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SITEKIT SYSTEMS LTD,"£95,975"
Transparency april 366,11/04/2023,P&C DWP GENERIC LEARNING,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG LLP,"£95,900"
Transparency april 367,21/04/2023,CHG WPT BACK OF HOUSE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,RESOLUTION INTERIORS LTD,"£95,585"
Transparency april 368,03/04/2023,SE SM CROSS COLLEAGUE VIEW DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,TATA CONSULTANCY SERVICES LTD,"£95,391"
Transparency april 369,04/04/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£95,239"
Transparency april 370,04/04/2023,CHG 620073 FALKIRK PARKLANDS AND CALLENDAR GATE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£94,988"
Transparency april 371,18/04/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£94,946"
Transparency april 372,28/04/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£94,533"
Transparency april 373,21/04/2023,FG CRC OPERATIONS SUPPORT WORKSTREAM DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£94,089"
Transparency april 374,18/04/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£93,674"
Transparency april 375,14/04/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£93,620"
Transparency april 376,13/04/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£93,298"
Transparency april 377,24/04/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£93,227"
Transparency april 378,17/04/2023,OPS CFC DEBT ENFORCEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - DEBT COLLECTION,INDESSER,"£93,147"
Transparency april 379,04/04/2023,EP CEP WHP DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SEETEC PLUSS LTD,"£92,855"
Transparency april 380,04/04/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£92,714"
Transparency april 381,03/04/2023,PCP ESTATES SUSTAINABILITY DELP,Exp - Purchase Of Goods/Services - Consultancy,BRAMBLE HUB LTD,"£92,454"
Transparency april 382,03/04/2023,STR CF&D DIRECTOR & SUPPORT,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,ECORYS,"£92,283"
Transparency april 383,04/04/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£91,919"
Transparency april 384,14/04/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM,"£91,805"
Transparency april 385,25/04/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£91,614"
Transparency april 386,28/04/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£91,475"
Transparency april 387,18/04/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MITIE PROPERTY SERVICES UK LTD,"£91,049"
Transparency april 388,04/04/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,MACE LTD,"£90,294"
Transparency april 389,12/04/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£90,236"
Transparency april 390,04/04/2023,EP CEP RESTART CPA 4A SOUTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SEETEC PLUSS LTD,"£89,869"
Transparency april 391,05/04/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£89,607"
Transparency april 392,20/04/2023,DIG DESKTOP SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IVANTI UK LTD,"£89,578"
Transparency april 393,25/04/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£88,560"
Transparency april 394,25/04/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,OPENCAST SOFTWARE EUROPE LIMITED,"£88,473"
Transparency april 395,28/04/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£88,133"
Transparency april 396,24/04/2023,DIG CHILDREN  - CMS 2012 CORE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£88,126"
Transparency april 397,28/04/2023,CHG NEW GRAVESEND FOH,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£88,042"
Transparency april 398,04/04/2023,DIG DFCNI OGD,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£87,412"
Transparency april 399,04/04/2023,DIG CONTACT CENTRE MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SABIO LTD,"£87,180"
Transparency april 400,13/04/2023,SE SPD PRINT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,HH GLOBAL,"£86,651"
Transparency april 401,04/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£86,050"
Transparency april 402,14/04/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£85,899"
Transparency april 403,04/04/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£85,497"
Transparency april 404,03/04/2023,DIG CX - UNDERSTANDING CUSTOMERS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,NERDS WITH WORDS LTD,"£85,277"
Transparency april 405,20/04/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£84,797"
Transparency april 406,27/04/2023,PCP ESTATES FM DELA,PPE - FURNITURE AND FITTINGS (OWNED) - COST - ADDITIONS,MITIE FM LTD,"£84,070"
Transparency april 407,14/04/2023,DIG IDENTITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAVENDISH WOOD LTD,"£83,952"
Transparency april 408,24/04/2023,DIG DWP PLACE PDU,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£83,910"
Transparency april 409,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£82,996"
Transparency april 410,05/04/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,PCI PAL,"£82,781"
Transparency april 411,04/04/2023,DIG FED CFCD IT SPEND,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,ACS SYSTEMS (UK) LTD#2751089441,"£81,816"
Transparency april 412,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£81,758"
Transparency april 413,14/04/2023,FG FIN CONT ESF 2014-2020,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT,"DEPARTMENT FOR LEVELLING UP, HOUSING & COMMUNITIES","£81,250"
Transparency april 414,05/04/2023,CHG 620081 MANCHESTER ANCHORAGE SALFORD QUAYS,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,F PARKINSON LTD,"£81,223"
Transparency april 415,24/04/2023,EP CEP WHP DWP CONTRACTS H COUNT CPA5,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£81,207"
Transparency april 416,13/04/2023,DIG TS-BUSINESS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,COMPUTACENTER UK LTD,"£81,158"
Transparency april 417,27/04/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£81,096"
Transparency april 418,24/04/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£80,420"
Transparency april 419,17/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£80,151"
Transparency april 420,18/04/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£80,030"
Transparency april 421,03/04/2023,P&C DWP GENERIC LEARNING,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG LLP,"£80,000"
