Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Other programme expenditure,Global Health,INIVOS LTD,FT000087," 859,415.15 ",,NW1 3AD,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Other programme expenditure,Global Health,INIVOS LTD,FT000084," 783,328.95 ",,NW1 3AD,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Other programme expenditure,Global Health,INIVOS LTD,FT000087," 668,084.12 ",,NW1 3AD,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Other programme expenditure,Global Health,INIVOS LTD,FC000176,-2.09 ,,NW1 3AD,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additional support for delivery of Healthcare services,GLOBAL AND PUBLIC HEALTH,INNOVA MEDICAL GROUP INC,FCP0000067," 98,000,000.00 ",Test Kits,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Additional support for delivery of Healthcare services,GLOBAL AND PUBLIC HEALTH,INNOVA MEDICAL GROUP INC,FCP0000071," 54,487,013.43 ",Test Kits,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Additional support for delivery of Healthcare services,GLOBAL AND PUBLIC HEALTH,INNOVA MEDICAL GROUP INC,FCP0000066," 95,400,000.00 ",Test Kits,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Research & development,GLOBAL AND PUBLIC HEALTH,INNOVA MEDICAL GROUP INC ,FCP0000053," 5,720,003.41 ",Test Kits,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Finance and Group Operations,INSIGHT EXECUTIVE GROUP LTD,115227," 16,506.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116697," 11,952.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116822," 6,753.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116563," 6,753.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116328," 6,753.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117003," 6,037.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116705," 5,366.40 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116452," 3,879.16 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116992," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116837," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116828," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116707," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116702," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116700," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116698," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116573," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116570," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116566," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116459," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116454," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116204," 3,526.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116827," 3,522.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116706," 3,522.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116564," 3,522.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116457," 3,522.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116994," 3,376.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116701," 3,264.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116572," 3,264.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116456," 3,264.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117000," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116987," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116832," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116830," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116736," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116710," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116576," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116568," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116461," 3,114.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116838," 3,054.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116703," 3,054.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116574," 3,054.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116453," 3,054.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117009," 2,988.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116825," 2,988.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116571," 2,901.30 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116075," 2,901.30 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117005," 2,893.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116833," 2,893.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116577," 2,893.50 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117071," 2,821.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116835," 2,814.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116699," 2,814.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116451," 2,814.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116821," 2,748.60 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117083," 2,701.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116463," 2,683.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116834," 2,670.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116712," 2,670.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116569," 2,532.60 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117075," 2,491.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117084," 2,443.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116986," 2,443.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116450," 2,443.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117085," 2,136.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117080," 2,115.90 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116002," 2,115.90 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117086," 2,077.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116839," 2,077.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117006," 1,445.28 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116841," 1,445.28 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117072," 1,245.60 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117078," 1,156.22 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117076, 868.06 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116569, 281.40 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116458, 13.50 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,117014, 8.10 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116823, 7.20 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116827, 4.50 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116706, 4.50 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116564, 4.50 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,116457, 4.50 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,INSIGHT EXECUTIVE GROUP LTD,115113, 4.50 ,,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Outsourcing Contract,Global Health,INSIGHT EXECUTIVE GROUP LTD,116458," 10,566.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Outsourcing Contract,Global Health,INSIGHT EXECUTIVE GROUP LTD,117014," 6,339.60 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Outsourcing Contract,Global Health,INSIGHT EXECUTIVE GROUP LTD,116823," 5,635.20 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Outsourcing Contract,Global Health,INSIGHT EXECUTIVE GROUP LTD,115113," 3,522.00 ",,EC3R 6AF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Revenue Grant to Overseas Bodies,GLOBAL AND PUBLIC HEALTH,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,FCP0000052," 1,349,490.00 ",INNOVET PROJECT,,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Publicity & advertising,Global Health,IPSOS MORI UK LTD,21000078," 9,284,611.00 ",,E1W 1YW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Outsourcing Contract,Prevention Community and Social Care,IQVIA LTD,4124610974," 42,245.10 ",,N1 9JY,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864359," 29,850.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864530," 28,656.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864146," 28,656.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864310," 27,462.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864023," 26,268.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864347," 24,178.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864528," 23,880.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864529," 23,283.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864559," 22,984.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864030," 22,686.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864508," 21,528.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864141," 21,193.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864140," 21,193.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864307," 20,895.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864144," 20,592.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864143," 19,701.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864309," 19,656.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864308," 19,656.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864145," 19,656.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864509," 17,910.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864592," 16,848.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864527," 16,848.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864348," 16,417.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864139," 15,820.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864351," 14,925.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864142," 13,806.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864041," 11,940.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864244," 6,552.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864149," 5,970.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864206," 5,074.50 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864306," 4,446.00 ",,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Contractor/ Staff Substitution,Global Health,IRG ADVISORS LLP TA ODGERS BERNDTSON,864033, 895.50 ,,EC4M 6XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XK20414-XK20641," 10,469.45 ",,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XH76008-XH76235," 10,441.49 ",,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XH75136-XH75137," 2,318.37 ",,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XK19464-XK19465," 2,260.40 ",,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XK19443-XK19443, 866.10 ,,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XH83043-XH83098," 12,016.79 ",,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XK27615-XK27615," 1,216.08 ",,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,10156753, 709.17 ,,EH54 5DL,Large,,,,,
